ADM2_PCODE,Fecha_pred,Pred_mm,Media_hist_mm,Diff_pct,SPI_like,Alerta,month,Pred_t3_mm
VE1506,2025-09-11,41.491177,41.57142857142857,-0.19304596681364955,-0.0041817754805237185,Normal,9,39.23272705078125
VE1508,2025-09-11,38.113785,39.11127814672943,-2.550398258395405,-0.05430989156605158,Normal,9,37.59397888183594
VE1509,2025-09-11,37.025185,34.0526315646064,8.729290307862332,0.1744626354719192,Normal,9,37.493404388427734
VE1510,2025-09-11,41.41651,44.78306864258042,-7.5174774953561645,-0.1746229914981329,Normal,9,39.615997314453125
VE1511,2025-09-11,46.211727,41.8653451553861,10.381813337059535,0.22982608192441226,Normal,9,41.51512145996094
VE1512,2025-09-11,47.31015,45.44582024911293,4.102313231782495,0.09160349844884202,Normal,9,40.576263427734375
VE1513,2025-09-11,35.682087,36.45112781954887,-2.109786228771652,-0.04413184886557404,Normal,9,37.48149108886719
VE1514,2025-09-11,45.694656,42.993316550003854,6.283162218770992,0.14016563510763122,Normal,9,37.890037536621094
VE1515,2025-09-11,38.45558,32.72006937256433,17.529034633661073,0.36566694921531506,Normal,9,37.53467559814453
VE1516,2025-09-11,41.964092,33.82105266241203,24.076836618620796,0.548990310790089,Normal,9,36.36548614501953
VE1517,2025-09-11,38.165287,38.01127841239585,0.4051655504861645,0.007477782436595535,Normal,9,37.45881652832031
VE1518,2025-09-11,41.65629,39.22681710953103,6.193393235698789,0.13341872701516985,Normal,9,38.59080505371094
VE1519,2025-09-11,37.718594,36.56390986048189,3.1579875930560526,0.05912831685658689,Normal,9,37.32191467285156
VE1520,2025-09-11,45.5603,45.36391000102337,0.4329188525634884,0.009782333557331307,Normal,9,39.9426383972168
VE1521,2025-09-11,37.901363,31.175143711548998,21.57558509910565,0.3986300466427724,Normal,9,37.4981689453125
VE16,2025-09-11,49.553204,42.561288779839536,16.427873787121012,0.3861201296924816,Normal,9,43.38561248779297
VE1601,2025-09-11,45.62686,49.78484691533827,-8.351909467841725,-0.17644324374662246,Normal,9,37.820281982421875
VE1602,2025-09-11,44.05846,44.21206606241097,-0.34742965098810713,-0.007253327427550537,Normal,9,38.343040466308594
VE1603,2025-09-11,52.81024,49.832915481768154,5.974617757493798,0.1424261547823853,Normal,9,48.61967086791992
VE1604,2025-09-11,50.060665,48.90153944044185,2.3703255632373392,0.04975686564920573,Normal,9,42.91767501831055
